text,created_date,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/bUyw8oBWvdW,,,,,,,,,,,,,,,,
Vancouver bound until Saturday (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/e10FAB9yq28,,,,,,,,,,,,,,,,
Heading to Boston (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/6Thaljrq7xW,,,,,,,,,,,,,,,,
After @ emirates cuts, @ qatarairways will add direct flight routes to @ flySFO next year http://thehill.com/policy/transportation/330216-qatar-airways-adding-san-francisco-flights-after-emirates-cuts …,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/lRUWHiwzEKl,,,,,,,,,,,,,,,,
See you tomorrow, Trig!,,,,,,,,,,,,,,,,
Home again. (@SFO Long Term Parking - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/lBnDqM0J37W pic.twitter.com/astTwgWWyu,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/gkTG9nKps7A,,,,,,,,,,,,,,,,
That's the end of the trip. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/4hrBmdU7II0,,,,,,,,,,,,,,,,
massive lack in communication & barely passable customer services around @ flySFO delays,"2017-04-25T08:25:18.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/9qSTupl0LFe,,,,,,,,,,,,,,,,
"... instead @ united emp at gate in @ flySFO said ""oh they must have changed"". Stood in line for close to 2 hours only 2 be offered a flght...","2017-04-25T08:21:29.000Z""""",,,,,,,,,,,,,,,,
. @ united employee @ SeaTacAirport told me plane taking me to @ flySFO was continuing on to # tampa. App made it look like it was too....,"2017-04-25T08:20:11.000Z""""",,,,,,,,,,,,,,,,
POSSIBLE? This avoidable mess warrants @ USDOT investigation. Poor planning disrupting so many folks and will probably cost/waste millions.,"2017-04-25T08:18:38.000Z""""",,,,,,,,,,,,,,,,
Thanks @ flySFO and @ united for royally messing up my business trip So glad Im going to have to present to my client late and unshowered.,"2017-04-25T08:18:16.000Z""""",,,,,,,,,,,,,,,,
Home! (at @ flysfo) [pic] — https://path.com/p/3q0bDC,"2017-04-25T07:45:37.000Z""""",,,,,,,,,,,,,,,,
"Loved time @ flySFO at @ AmericanAir thanks @ GenslerOnWork @ GenslerOnCities @ GenslerLfstyle and SFO Sustainability team. Great design ""feels""pic.twitter.com/VpGNBXxbq1 – bei San Francisco International Airport (SFO)","2017-04-25T07:25:54.000Z""""",,,,,,,,,,,,,,,,
If you're flying @ flySFO soon, ongoing weekend runaway shutdowns caused cancellations and 4+ hour delays on Sunday: https://www.flysfo.com/content/28l-10r-runway-overlay …,,,,,,,,,,,,,,,,
A @ AirCanada 767 flying from @ flySFO to toronto canada pic.twitter.com/dppeJn7GUr,"2017-04-25T06:55:46.000Z""""",,,,,,,,,,,,,,,,
Ah, the ol' crotch jackpot,,,,,,,,,,,,,,,,
"A personal patch of airport design heaven by @ GenslerOnWork @ GenslerOnCities @ GenslerLfstyle at @ flySFO Gate 58 @ AmericanAir ""Urns"" paintingpic.twitter.com/Ct1s0y4KM5","2017-04-25T05:51:03.000Z""""",,,,,,,,,,,,,,,,
A personal patch of airport design heaven by @ GenslerOnWork @ GenslerOnCities @ GenslerLfstyle at @ flySFO Gate 58 @ AmericanAirpic.twitter.com/VIxzNCM28O,"2017-04-25T05:49:51.000Z""""",,,,,,,,,,,,,,,,
Flying out of @ flySFO ? don't on weekends here's why - this problem will end in time for June Gloom to cancel flights all other days of week https://twitter.com/abc7newsbayarea/status/856677220500123648 …,"2017-04-25T05:49:02.000Z""""",,,,,,,,,,,,,,,,
@ IFlyOAKland Is there secure bicycle parking at the airport? I'm looking for something like what @ flySFO has here https://www.flysfo.com/to-from/biking,"2017-04-25T05:23:52.000Z""""",,,,,,,,,,,,,,,,
All flights to # SFO delayed because @ flySFO sucks. @ united flight delayed way more because # unitedairlinessucks,"2017-04-25T04:49:31.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/6LMqgvTUyZ4,,,,,,,,,,,,,,,,
Shout out to @ AdmiralsClub at # SFO for this great surprise b4 our flight on @ AmericanAir @ flySFO pic.twitter.com/xctwyIvZ6n – bei American Airlines Admirals Club,"2017-04-25T03:30:21.000Z""""",,,,,,,,,,,,,,,,
Argh ... @ flySFO is the worst >> SFO flight delays, cancellations could continue https://www.google.ca/amp/www.mercurynews.com/2017/04/24/sfo-flight-delays-cancellations-could-continue-as-airport-revamps-runway/amp/ …,,,,,,,,,,,,,,,,
Guess what? @ united flight here @ flySFO is delayed. Again. # yay,"2017-04-25T03:22:34.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Thanks for the retweet! I totally appreciate it. :),"2017-04-25T03:08:44.000Z""""",,,,,,,,,,,,,,,,
@ flySFO This has been my view for the last 4 hrs at JFK. My VX 27 flight is delayed 3 hrs! When will runway 28L open? pic.twitter.com/97v5VSd1Ef,"2017-04-25T03:02:41.000Z""""",,,,,,,,,,,,,,,,
@ flySFO You promised runway work would be done on w/e. At ORD with 2h delay for runaway work. It's Monday, thanks for the lies.,,,,,,,,,,,,,,,,
...and I'm gone... (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/hIJyNC7URD7,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/4MspUuAfRLU,,,,,,,,,,,,,,,,
Back home (@International Terminal - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/3WPXNo7cDx2,,,,,,,,,,,,,,,,
Travel with style (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/fjQDoW7iCvP pic.twitter.com/DXm93cQoa0,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/6DDJQHaTGTX,,,,,,,,,,,,,,,,
Sorry for the frustration. But SJC probably was your better choice for Sunday travel. Check this out: http://abc7ne.ws/2oFHLRy,"2017-04-25T01:16:16.000Z""""",,,,,,,,,,,,,,,,
Back on the grind. Just a bit slower than usual. (@San Francisco International Airport - @ flysfo) https://www.swarmapp.com/c/aTgNlqe8yyw,"2017-04-25T01:09:53.000Z""""",,,,,,,,,,,,,,,,
@ Delta @ flySFO Ops in shambles again. Seems to be a weekly routine. # SkyMiles # WhyBother # DontApologize,"2017-04-25T00:44:34.000Z""""",,,,,,,,,,,,,,,,
Just got back! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/cbCvHc0IuMT pic.twitter.com/5mz8ubgd9D,,,,,,,,,,,,,,,,
It's San Francisco people!! They can't do anything right in that City.,"2017-04-25T00:12:45.000Z""""",,,,,,,,,,,,,,,,
Bring mir was mit, was Spannendes,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/0JC2n1H62Uk,,,,,,,,,,,,,,,,
I have now officially spent 2 full days in the Salt Lake City airport. @ United and @ flySFO need to get it together.. because this is INSANE,"2017-04-24T23:25:11.000Z""""",,,,,,,,,,,,,,,,
Airports are never considerate, even to airlines,,,,,,,,,,,,,,,,
Maybe they could have,"2017-04-24T23:14:31.000Z""""",,,,,,,,,,,,,,,,
When will any roster moves be announced?,"2017-04-24T23:12:46.000Z""""",,,,,,,,,,,,,,,,
"I don't mind ""dealing wit it"," champ. But I think @ flysfo can do better job coordinating delays with the airlines. https://twitter.com/norcalpunkman/status/856578413502414850 …,""2017-04-24T23:11:31.000Z"",43426456,,,9,,0,@,https://twitter.com/norcalpunkman/status/856578413502414850,https://twitter.com/hankschulman/status/856578867477192704
ObjectId(5e05e3f689b5755a0c31008f"")",,,,,,,,,,,,,,,,
We love visiting your airport and seeing the planes will you please please follow us,"2017-04-24T22:44:30.000Z""""",,,,,,,,,,,,,,,,
Philly bound (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/690PyYUagYE,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA w/ @ annecisco https://www.swarmapp.com/c/6QHv6sH20Te,,,,,,,,,,,,,,,,
We want frequent travlers to professionally network as a productive alternative to the waits. App is called @ AirLinked on App Store. TY!,"2017-04-24T22:26:54.000Z""""",,,,,,,,,,,,,,,,
Yikes! Carter, we're trying to make airport waits productive - please help us spread the word about @ AirLinked and meet travelers b4 u fly.,,,,,,,,,,,,,,,,
I've NEVER made it past my gate and NOT # checked my walker, ya know? Where was her # PinkTag? Did they have a lapse. I KNOW it does happen,,,,,,,,,,,,,,,,
Hey Mr.K. What is the word? I travel a lot. WITH walker due to my MS:( How DID she get past the # gate?WITH this TO GET ON the plane?! (1/2),"2017-04-24T22:21:00.000Z""""",,,,,,,,,,,,,,,,
I'm at Gate 73 - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/7JOw9l9oi6r,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/eWC2K5uL6pK,,,,,,,,,,,,,,,,
To Hong Kong (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/iphrMlHADNE,,,,,,,,,,,,,,,,
I'm headed there today. Will report.,"2017-04-24T22:04:32.000Z""""",,,,,,,,,,,,,,,,
@ thehipmunk Great for flying @ JFKairport To @ EU_Commission Or from @ flySFO to @ iflymia - Not so great for the more adventurous travellerpic.twitter.com/RpMtxw9KuO,"2017-04-24T21:54:03.000Z""""",,,,,,,,,,,,,,,,
Off to sunny San Diego (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/2wKdXhca5bn,,,,,,,,,,,,,,,,
@ AmericanAir In this case, the flight was known to be cancelled because of @ flySFO construction work,,,,,,,,,,,,,,,,
Still trying to o get home to Fresno. Made it to California, at least. But @ flySFO runway construction really cramping my style.,,,,,,,,,,,,,,,,
# SFO 51 flights canceled, dozens delayed hours due to runway construction. Could get worse. @ flySFO http://ow.ly/fAh430b7Rjx,,,,,,,,,,,,,,,,
On my way to Reno (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/06Kqky9pTHe pic.twitter.com/R59TSrGOJX,,,,,,,,,,,,,,,,
En route to Tokyo for a week! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/aN6ujCvstkb,,,,,,,,,,,,,,,,
Hi @ Delta! Just wanted to let you know the man working gate 46 at @ flySFO (flight 412 to JFK) is awesome & funny & nice! Give him a bonus!,"2017-04-24T20:58:58.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/1eC2DZ1M454,,,,,,,,,,,,,,,,
@ flySFO your wifi is appalling. Almost as bad as @ united 's. What is the point?,"2017-04-24T20:32:19.000Z""""",,,,,,,,,,,,,,,,
Had to rebook my flight to @ flySFO yesterday afternoon... just landed at @ IFlyOAKlandpic.twitter.com/RMLjoEUshi,"2017-04-24T20:31:25.000Z""""",,,,,,,,,,,,,,,,
A quick stop on home turf @ flySFO @ theplantcafe enroute to @ SportsBasement for an event with @ patagonia # WornTour # CCRT2017pic.twitter.com/7hMz9iUh8x,"2017-04-24T20:13:58.000Z""""",,,,,,,,,,,,,,,,
runway renovations,"2017-04-24T19:57:47.000Z""""",,,,,,,,,,,,,,,,
@ kron4news @ flySFO more delays here why from airport officials pic.twitter.com/HidJ86N2zk,"2017-04-24T19:56:29.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/3xW43BSzWCn,,,,,,,,,,,,,,,,
DEFINITE delays. Already two for me at 2.5hrs.,"2017-04-24T19:32:55.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/gAUkht1q3tF,,,,,,,,,,,,,,,,
Same reason why I got in after 2am last night, could've been prevented!,,,,,,,,,,,,,,,,
# Qatar to launch # SanFrancisco to Doha flights in 2018 (currently gets as close as # LAX). # SFO @ qatarairways @ flySFO https://www.businesstraveller.com/business-travel/2017/04/24/qatar-airways-launch-cardiff-flights/ …,"2017-04-24T19:11:38.000Z""""",,,,,,,,,,,,,,,,
Not possible, delays are definitely happening. I've already been pushed back twice at 2.5hrs delay.,,,,,,,,,,,,,,,,
Monday @ flysfo @ jfkairport there are delays. No other major delays reported https://airlineadviser.com/Airports___Facilities.html …,"2017-04-24T18:32:27.000Z""""",,,,,,,,,,,,,,,,
Reading about heavy cancellations and delays out of @ flySFO already has me panicking about leaving next week.,"2017-04-24T18:10:48.000Z""""",,,,,,,,,,,,,,,,
# USA Runway repair works cancel, delay flights at @ flySFO delays on 24th April (today) expected until 12pm local time # sanfrancisco,,,,,,,,,,,,,,,,
Son delayed 5 hours in philly, told plane was missing when it was at the gate,,,,,,,,,,,,,,,,
@ qatarairways announces @ flySFO! Las Vegas postponed! # avgeek # ATMDubaipic.twitter.com/it4Wm7nEO3,"2017-04-24T17:32:45.000Z""""",,,,,,,,,,,,,,,,
Fill project!!!!! Blasphemy!!!!!,"2017-04-24T17:26:33.000Z""""",,,,,,,,,,,,,,,,
Team should fly United. They deserve to be beaten and dragged off the plane,"2017-04-24T16:51:34.000Z""""",,,,,,,,,,,,,,,,
Dropping off (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/d2q8jFZPt4L,,,,,,,,,,,,,,,,
Dear @ flySFO if you shut down a runway, maybe you should not allow ppl to book flights you can't accept. It's not that hard # stilldelayedpic.twitter.com/sUBAc4qf77,,,,,,,,,,,,,,,,
Yeah, I wound up getting the United Club card for lounge access regardless of fare class & airline. # worthit,,,,,,,,,,,,,,,,
safe trips my friend!,"2017-04-24T14:43:50.000Z""""",,,,,,,,,,,,,,,,
Finally back (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/fQYoKT6f9CT,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/aRPKzAStVJP,,,,,,,,,,,,,,,,
Okay, next time I'll just fly to @ flySFO instead of @ FlySJC and use the time wasted sitting on the tarmac to Uber back to SJ DT.,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/6gNpiAmiPCv,,,,,,,,,,,,,,,,
5 hour delay for me. Customer service told us they didn't know where plane was... Sheesh,"2017-04-24T11:36:38.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/lt1xI6tW5HK,,,,,,,,,,,,,,,,
Was flight 529,"2017-04-24T11:24:53.000Z""""",,,,,,,,,,,,,,,,
@ united @ flysfo flight crews need to stop apologizing for incompetent management and scheduling.,"2017-04-24T11:17:23.000Z""""",,,,,,,,,,,,,,,,
Wheels down. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/kKrfid6vUbO,,,,,,,,,,,,,,,,
Global warming will probably eliminate fog before that happens,"2017-04-24T10:55:14.000Z""""",,,,,,,,,,,,,,,,
2017 and @ flySFO still can't accurately plan and calculate delays. Yikes!,"2017-04-24T10:52:02.000Z""""",,,,,,,,,,,,,,,,
@ flySFO how on earth did you not plan for this construction? Hours of delays and I'm getting nothing from Delta because it's not their fault,"2017-04-24T10:35:06.000Z""""",,,,,,,,,,,,,,,,
Same situation for the team? # ProbablyNot,"2017-04-24T10:33:10.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/iSQ0iUxLRmE,,,,,,,,,,,,,,,,
It's been trill, SF. (@San Francisco International Airport - @ flysfo in San Francisco,,,,,,,,,,,,,,,,
ouchpic.twitter.com/5Yt2ZCv2gI,"2017-04-24T10:16:00.000Z""""",,,,,,,,,,,,,,,,
godspeed,"2017-04-24T10:10:47.000Z""""",,,,,,,,,,,,,,,,
Baloney. Plan for <2 runways when flying to @ flysfo or this will continue. @ united scheduling is a joke. This happens ALL THE TIME.,"2017-04-24T10:05:27.000Z""""",,,,,,,,,,,,,,,,
They're putting in new runway LED lights,"2017-04-24T10:04:08.000Z""""",,,,,,,,,,,,,,,,
@ AmericanAir apologize to your passengers for your inexcusable delays between @ flyLAXairport and @ flySFO # neverflyAA # rudeagents # idiots – bei Los Angeles International Airport (LAX),"2017-04-24T10:02:48.000Z""""",,,,,,,,,,,,,,,,
@ united @ flysfo SFO never has 2 working runways. UAL abuses passengers every time they schedule a flight they know will be delayed.,"2017-04-24T10:02:07.000Z""""",,,,,,,,,,,,,,,,
I have been delayed for over 18 hours! @ AmericanAir this is craziness, & they say no compensation. This is ridiculous @ flySFO .,,,,,,,,,,,,,,,,
@ united @ flysfo SFO runway closed 2 hour delay from LAX. Since this is scheduled work, why are the flights not scheduled appropriately?,,,,,,,,,,,,,,,,
Did you read the link he included? It specifically said they are putting in a new asphalt pavement surface,"2017-04-24T09:57:55.000Z""""",,,,,,,,,,,,,,,,
@ united get ur scheduling act together. Routine maintenance at @ flysfo doesn't give u excuse to not schedule properly. Plan for <2 runways.,"2017-04-24T09:57:52.000Z""""",,,,,,,,,,,,,,,,
@ united service to & from @ flysfo UNNACEPTABLE. Notified of 2 hr delay at boarding time due to runway closure for maintenance. # unitedsucks,"2017-04-24T09:55:25.000Z""""",,,,,,,,,,,,,,,,
@ flysfo & @ United need to get their act together. Do you two communicate? & @ United should plan better. Service to/from SFO always a mess.,"2017-04-24T09:55:13.000Z""""",,,,,,,,,,,,,,,,
You can pave with concrete just so you know.,"2017-04-24T09:47:11.000Z""""",,,,,,,,,,,,,,,,
@ pooskafay 2. If temp drops below -or moisture above- a threshold then cannot lay asphalt that night.,"2017-04-24T09:38:06.000Z""""",,,,,,,,,,,,,,,,
@ pooskafay 1.timing for repaving projects is a mess because small variations in weather can scuttle entire day's work.,"2017-04-24T09:36:28.000Z""""",,,,,,,,,,,,,,,,
Deal!,"2017-04-24T09:33:34.000Z""""",,,,,,,,,,,,,,,,
You're correct, this project is grinding and paving asphalt,,,,,,,,,,,,,,,,
Only if you throw in 10L,"2017-04-24T09:32:01.000Z""""",,,,,,,,,,,,,,,,
When it's this windy, flights have to land and take off on one runway instead of three. Too high a cross-wind for TO on RWs 01,,,,,,,,,,,,,,,,
@ flySFO actually we were delayed three hours--arrived at 12:30 AM instead of 9:30 PM. Glad you are letting others know...,"2017-04-24T09:30:38.000Z""""",,,,,,,,,,,,,,,,
If you regularly use @ flysfo you just get used to delays. We need a new Runway 28R. I'll donate $10.,"2017-04-24T09:30:28.000Z""""",,,,,,,,,,,,,,,,
They do pave runways. Not all are concrete. Also, they did cancel some flights,,,,,,,,,,,,,,,,
. @ AlaskaAir I'm stuck at PDX, apparently its @ flySFO's fault I need to know what's happening. Is Portland mad at us cuz the @ warriors won?pic.twitter.com/iumH6LFUKi,,,,,,,,,,,,,,,,
Tell that to @ flysfo, which calls it a repaving. https://twitter.com/pooskafay/status/856369812544536576 …,,,,,,,,,,,,,,,,
Ordeal is @ flysfo's middle name. We need the hippies to agree to massive fill project in bay to separate runways. https://twitter.com/AudreyBigelow/status/856368451866120192 …,"2017-04-24T09:20:48.000Z""""",,,,,,,,,,,,,,,,
